 -80.483	 -79.876	1
 -79.876	 -79.270	1
 -79.270	 -78.663	1
 -78.663	 -78.057	0
 -78.057	 -77.450	0
 -77.450	 -76.844	0
 -76.844	 -76.237	0
 -76.237	 -75.631	0
 -75.631	 -75.024	0
 -75.024	 -74.418	0
 -74.418	 -73.811	0
 -73.811	 -73.205	0
 -73.205	 -72.598	0
 -72.598	 -71.992	0
 -71.992	 -71.385	0
 -71.385	 -70.779	0
 -70.779	 -70.172	0
 -70.172	 -69.565	0
 -69.565	 -68.959	0
 -68.959	 -68.352	0
 -68.352	 -67.746	0
 -67.746	 -67.139	0
 -67.139	 -66.533	0
 -66.533	 -65.926	1
 -65.926	 -65.320	0
 -65.320	 -64.713	0
 -64.713	 -64.107	2
 -64.107	 -63.500	0
 -63.500	 -62.894	0
 -62.894	 -62.287	0
 -62.287	 -61.681	0
 -61.681	 -61.074	0
 -61.074	 -60.468	0
 -60.468	 -59.861	0
 -59.861	 -59.255	0
 -59.255	 -58.648	0
 -58.648	 -58.041	0
 -58.041	 -57.435	0
 -57.435	 -56.828	0
 -56.828	 -56.222	0
 -56.222	 -55.615	3
 -55.615	 -55.009	0
 -55.009	 -54.402	0
 -54.402	 -53.796	2
 -53.796	 -53.189	1
 -53.189	 -52.583	0
 -52.583	 -51.976	0
 -51.976	 -51.370	0
 -51.370	 -50.763	0
 -50.763	 -50.157	0
 -50.157	 -49.550	0
 -49.550	 -48.944	1
 -48.944	 -48.337	0
 -48.337	 -47.731	2
 -47.731	 -47.124	0
 -47.124	 -46.517	1
 -46.517	 -45.911	1
 -45.911	 -45.304	0
 -45.304	 -44.698	2
 -44.698	 -44.091	2
 -44.091	 -43.485	2
 -43.485	 -42.878	2
 -42.878	 -42.272	1
 -42.272	 -41.665	3
 -41.665	 -41.059	4
 -41.059	 -40.452	4
 -40.452	 -39.846	4
 -39.846	 -39.239	6
 -39.239	 -38.633	7
 -38.633	 -38.026	10
 -38.026	 -37.420	9
 -37.420	 -36.813	13
 -36.813	 -36.207	9
 -36.207	 -35.600	18
 -35.600	 -34.993	26
 -34.993	 -34.387	42
 -34.387	 -33.780	52
 -33.780	 -33.174	62
 -33.174	 -32.567	81
 -32.567	 -31.961	117
 -31.961	 -31.354	166
 -31.354	 -30.748	207
 -30.748	 -30.141	293
 -30.141	 -29.535	329
 -29.535	 -28.928	375
 -28.928	 -28.322	458
 -28.322	 -27.715	555
 -27.715	 -27.109	592
 -27.109	 -26.502	690
 -26.502	 -25.896	711
 -25.896	 -25.289	805
 -25.289	 -24.683	810
 -24.683	 -24.076	743
 -24.076	 -23.469	721
 -23.469	 -22.863	638
 -22.863	 -22.256	487
 -22.256	 -21.650	375
 -21.650	 -21.043	258
 -21.043	 -20.437	130
 -20.437	 -19.830	82
 -19.830	 -19.224	39
 -19.224	 -18.617	11
 -18.617	 -18.011	7
 -18.011	 -17.404	5
 -17.404	 -16.798	0
 -16.798	 -16.191	1
 -16.191	 -15.585	0
 -15.585	 -14.978	0
 -14.978	 -14.372	1
 -14.372	 -13.765	0
 -13.765	 -13.159	0
 -13.159	 -12.552	0
 -12.552	 -11.945	0
 -11.945	 -11.339	0
 -11.339	 -10.732	0
 -10.732	 -10.126	0
 -10.126	  -9.519	0
  -9.519	  -8.913	0
  -8.913	  -8.306	0
  -8.306	  -7.700	0
  -7.700	  -7.093	0
  -7.093	  -6.487	0
  -6.487	  -5.880	0
  -5.880	  -5.274	0
  -5.274	  -4.667	0
  -4.667	  -4.061	0
  -4.061	  -3.454	0
  -3.454	  -2.848	0
  -2.848	  -2.241	0
  -2.241	  -1.635	0
  -1.635	  -1.028	0
  -1.028	  -0.421	0
  -0.421	   0.185	0
   0.185	   0.792	0
   0.792	   1.398	0
   1.398	   2.005	0
   2.005	   2.611	0
   2.611	   3.218	0
   3.218	   3.824	0
   3.824	   4.431	0
   4.431	   5.037	0
   5.037	   5.644	0
   5.644	   6.250	0
   6.250	   6.857	0
   6.857	   7.463	0
   7.463	   8.070	0
   8.070	   8.676	0
   8.676	   9.283	0
   9.283	   9.889	0


